,Close,Sentiment,Sentiment_Lag1,lag_1,lag_2,lag_3,lag_4,lag_5,MA_5,MA_20,Return_1D,Volatility_5D,RSI_14,Momentum_5D,MA_5_20_ratio,RSI_MA5
2020-12-14,118.66194915771484,0.2879907216494845,0.3519043478260869,119.27580261230467,119.27580261230467,119.27580261230467,120.08456420898438,118.66194915771484,119.31478424072266,117.8302963256836,-0.0051465044975225,0.0073412362526884,60.91128209011927,0.0,1.0125985162452398,0.5105090913731878
2020-12-15,124.60575103759766,0.254239,0.2879907216494845,118.66194915771484,119.27580261230467,119.27580261230467,119.27580261230467,120.08456420898438,120.21902160644532,118.407625579834,0.0500902093895563,0.0239211876919084,67.26910535103912,4.521186828613281,1.0152979590836575,0.5595545900486069
2020-12-16,124.5375518798828,-0.243184,0.254239,124.60575103759766,118.66194915771484,119.27580261230467,119.27580261230467,119.27580261230467,121.27137145996092,118.98154487609864,-0.0005473195028877,0.023138751785406,66.14333777828841,5.261749267578125,1.0192452162812442,0.5454159294316743
2020-12-17,125.40476989746094,0.416755,-0.243184,124.5375518798828,124.60575103759766,118.66194915771484,119.27580261230467,119.27580261230467,122.4971649169922,119.57154159545898,0.0069635062235251,0.0226756359861352,68.70144126124458,6.128967285156264,1.0244675468596347,0.5608410717733653
2020-12-18,123.4170150756836,0.266385,0.416755,125.40476989746094,124.5375518798828,124.60575103759766,118.66194915771484,119.27580261230467,123.32540740966796,120.06215057373046,-0.0158507114474406,0.0254134326734139,63.16427920996092,4.1412124633789205,1.0271797214456342,0.5121757189914559
