Date,Actual,Predicted_with_sentiment,Predicted_without_sentiment
2019-08-06,47.25615692138672,47.17998024536383,47.256155763634986
2019-08-07,47.74551010131836,47.63913582897704,47.64137984206173
2019-08-08,48.798572540283196,48.74970656183678,48.74298001924672
2019-08-09,48.396461486816406,48.27683405317067,48.124577834082636
2019-08-10,48.396461486816406,48.36096874093756,48.573196312776425
2019-08-11,48.396461486816406,48.352939488975615,48.49585137923578
2019-08-12,48.27364730834961,48.218181899783765,48.37319332171001
2019-08-13,50.31796646118163,50.28351217896262,50.28829427665688
2019-08-14,48.820236206054695,48.70431373622342,48.645164134743034
2019-08-15,48.57704925537109,48.51321808919557,48.624419724745174
2019-08-16,49.72320938110352,49.680121383227295,49.736848330042456
2019-08-17,49.72320938110352,49.68487050093746,49.78982105533442
2019-08-18,49.72320938110352,49.66595510589105,49.55914118239253
2019-08-19,50.65026473999024,50.60582418938976,50.71316854096586
2019-08-20,50.65266799926757,50.620031691706124,50.743974594445724
2019-08-21,51.201675415039055,51.177030643143105,51.211535951506
2019-08-22,51.158321380615234,51.12116804674452,51.134163534645275
2019-08-23,48.79375076293945,48.72298865221911,48.84658114262766
2019-08-24,48.79375076293945,48.73190011875568,48.883804551346664
2019-08-25,48.79375076293945,48.679004346759946,48.795515759749385
2019-08-26,49.720806121826165,49.64431611382452,49.68063394714682
2019-08-27,49.15976333618165,49.023311258248675,48.829841052365744
2019-08-28,49.48964309692382,49.45818670273548,49.58566396043762
2019-08-29,50.32758712768555,50.28155536657278,50.38374796979952
2019-08-30,50.26258087158204,50.22849606882256,50.31903986683256
2019-08-31,50.26258087158204,50.20779013547281,50.25269513215472
2019-09-01,50.26258087158204,50.2475914796155,50.34480135691138
2019-09-02,50.26258087158204,50.21664800953523,50.33123559011893
2019-09-03,49.530574798583984,49.47901493685959,49.52484199893025
2019-09-04,50.37093734741211,50.34556401904366,50.384959984215136
2019-09-05,51.35577392578124,51.31296039593645,51.280185162572714
2019-09-06,51.35094833374024,51.32351948751194,51.36517732992616
2019-09-07,51.35094833374024,51.32028470073829,51.39366379119111
2019-09-08,51.35094833374024,51.32909722732257,51.54569189872246
2019-09-09,51.570075988769524,51.525593346746525,51.72651977736769
2019-09-10,52.17927169799804,52.127082296732176,52.14005854630887
2019-09-11,53.83831787109375,53.86414493002213,53.756723625149796
2019-09-12,53.717918395996094,53.69818003087722,53.58457360482044
2019-09-13,52.67289352416993,52.65230228515839,52.77503454764838
2019-09-14,52.67289352416993,52.6269186907307,52.84960091752874
2019-09-15,52.67289352416993,52.641870991021285,52.849176300233474
2019-09-16,52.949798583984375,52.847295066973864,52.95711291735734
2019-09-17,53.14243698120117,53.05871737753433,53.03604089013471
2019-09-18,53.640869140625,53.594309570959474,53.58448565819618
2019-09-19,53.20503234863281,53.15808606962265,53.20593727821734
2019-09-20,52.42728042602539,52.375440815316786,52.5555238959878
2019-09-21,52.42728042602539,52.39384364644366,52.56629873162593
2019-09-22,52.42728042602539,52.36192451850048,52.544860367796
2019-09-23,52.66566467285157,52.592561792296245,52.70284548495511
2019-09-24,52.41524887084961,52.35005035005907,52.41875865026396
2019-09-25,53.221881866455085,53.19562278819058,53.15415732901693
2019-09-26,52.94740295410156,52.88039185518256,52.858824319748244
2019-09-27,52.68974685668945,52.63731288238569,52.81240774046183
2019-09-28,52.68974685668945,52.64007220772192,52.77509088845455
2019-09-29,52.68974685668945,52.64369450930872,52.83649687051366
2019-09-30,53.92981338500976,53.86195176107959,53.94646846699562
2019-10-01,54.07910919189453,54.053707007789406,53.99625450132408
2019-10-02,52.72346115112305,52.67113385607855,52.743386130408005
2019-10-03,53.171329498291016,53.138504204064255,53.29982717044732
2019-10-04,54.661823272705085,54.65525092441522,54.85904798781895
2019-10-05,54.661823272705085,54.63550003643832,54.638495718327256
2019-10-06,54.661823272705085,54.63286713437447,54.6137964585696
2019-10-07,54.67385482788086,54.62335515729411,54.81471601836075
2019-10-08,54.033363342285156,54.001114926480575,54.2708073722788
2019-10-09,54.6666374206543,54.62748452613642,54.74361941764074
2019-10-10,55.40345382690429,55.357273859260665,55.36032038529175
2019-10-11,56.8770866394043,56.901376102255206,56.740612421435806
2019-10-12,56.8770866394043,56.86804707999182,56.68946046609927
2019-10-13,56.8770866394043,56.892116971719595,56.92915074553003
2019-10-14,56.79522323608398,56.78386292224878,56.90202745694115
2019-10-15,56.66278839111329,56.653003842010556,56.845329367612074
2019-10-16,56.43403625488281,56.40579412620537,56.385000246231364
2019-10-17,56.65315246582031,56.64032853478876,56.615871128247825
2019-10-18,56.92523956298828,56.90813699899537,56.82419469446905
2019-10-19,56.92523956298828,56.908049052371105,56.8199182898643
2019-10-20,56.92523956298828,56.91112168755627,56.840786374802526
2019-10-21,57.91248321533203,57.92296683801761,57.828218092035065
2019-10-22,57.780052185058594,57.76304964345673,57.72450153870978
2019-10-23,58.555389404296875,58.56197326824714,58.489172701682044
2019-10-24,58.65171432495117,58.637720046725015,58.555121676550705
2019-10-25,59.37407684326172,59.39384389715179,59.3180943703419
2019-10-26,59.37407684326172,59.35888786233955,59.1930095356529
2019-10-27,59.37407684326172,59.39431935858921,59.348644828945005
2019-10-28,59.968841552734375,59.95904112296922,59.82710744491579
2019-10-29,58.58188247680665,58.578105977135245,58.6751385870166
2019-10-30,58.57465744018554,58.58370707776795,58.69168629403794
2019-10-31,59.89901351928711,59.91212984392133,59.84092056158898
2019-11-01,61.59898376464844,61.66510394537273,61.35159621653384
2019-11-02,61.59898376464844,61.596981039885584,61.19861856029366
2019-11-03,61.59898376464844,61.65455584712527,61.44283809087393
2019-11-04,62.003517150878906,62.0477212308897,61.96251469363961
2019-11-05,61.91442489624024,61.95114484412171,61.898783622701565
2019-11-06,61.940914154052734,61.86987116997535,61.62611335917246
2019-11-07,62.655784606933594,62.58710337415415,62.30112293870935
2019-11-08,62.827266693115234,62.74562166772285,62.44633106036236
2019-11-09,62.827266693115234,62.70537234546283,62.45046180337068
2019-11-10,62.827266693115234,62.71723139807819,62.50628042645713
2019-11-11,63.32478332519531,63.238037565299244,63.01783021147458
2019-11-12,63.2668228149414,63.04739401888674,62.9885274956032
2019-11-13,63.87302017211914,63.6820498395473,63.572146790871564
2019-11-14,63.43104934692383,63.2447957137074,63.14746353563715
2019-11-15,64.1845703125,64.09366202775072,63.921118995944205
2019-11-16,64.1845703125,63.994136680737945,63.81053161259843
2019-11-17,64.1845703125,64.03502086769186,63.92720105467834
2019-11-18,64.50819396972656,64.29155292566884,64.11372210307854
2019-11-19,64.31256866455078,64.1129031001401,64.02828195760776
2019-11-20,63.56387710571289,63.37120799275636,63.24229198324793
2019-11-21,63.27891159057618,63.13017927563761,62.94546662969879
2019-11-22,63.223339080810554,63.06330136455018,62.852372379585184
2019-11-23,63.223339080810554,63.03791227345847,62.73100328977126
2019-11-24,63.223339080810554,63.01866845273708,62.66890747637809
2019-11-25,64.3318862915039,64.12728512153899,63.777323516943405
2019-11-26,63.82954788208007,63.62404354418232,63.288483199309674
2019-11-27,64.68692016601562,64.52123103159374,64.17958313132294
2019-11-28,64.68692016601562,64.49488552096318,64.18906212841921
2019-11-29,64.54442596435547,64.42724907024149,64.1566290623905
2019-11-30,64.54442596435547,64.31571076402088,63.983110372721065
2019-12-01,64.54442596435547,64.35390708227078,64.09649006138716
2019-12-02,63.79815292358399,63.53750406590826,63.234959433450065
2019-12-03,62.66062545776367,62.48579985633206,62.24570557209609
2019-12-04,63.21367645263672,63.11444232655868,62.86130445861182
2019-12-05,64.14109802246094,64.04751478500111,63.641231612561576
2019-12-06,65.38004302978516,65.24532856912901,64.70549020275121
2019-12-07,65.38004302978516,65.1488786056334,64.70041953019609
2019-12-08,65.38004302978516,65.17559239275306,64.93890604020726
2019-12-09,64.46472930908203,64.3094473153742,64.1618948665182
2019-12-10,64.84148406982422,64.75325621305365,64.58435197282597
2019-12-11,65.39453887939453,65.1652751543943,64.76814667587405
2019-12-12,65.56121063232422,65.30540435849616,64.89768106008432
2019-12-13,66.45237731933594,66.17713404651568,65.70747433796714
2019-12-14,66.45237731933594,66.09527222931956,65.77928550500928
2019-12-15,66.45237731933594,66.14215327671536,65.8820731221158
2019-12-16,67.58990478515625,67.2927946902546,66.97427950049678
2019-12-17,67.72274017333984,67.38676290994681,67.21319200196922
2019-12-18,67.56092834472656,67.18729172112398,67.03200271766491
2019-12-19,67.62853240966797,67.25805852200301,67.13108558322438
2019-12-20,67.48847198486328,67.17196152518227,67.05659204414223
2019-12-21,67.48847198486328,67.03398701337483,66.85911339602535
2019-12-22,67.48847198486328,66.99748091930996,66.81730851784869
2019-12-23,68.58975219726562,68.17163706151132,68.03606459187904
2019-12-24,68.65497589111328,68.15491620957346,68.02811916404335
2019-12-25,68.65497589111328,68.17340423899259,68.12611918679158
2019-12-26,70.0171127319336,69.6033778728488,69.40735034403224
2019-12-27,69.99054718017578,69.54988708697329,69.4338305229312
2019-12-28,69.99054718017578,69.48801663680479,69.40976887619945
2019-12-29,69.99054718017578,69.47169704134012,69.4561277405137
2019-12-30,70.40593719482422,69.94195588626644,69.93471128309284
2019-12-31,70.92036437988281,70.26207060525303,70.13294297417997
2020-01-01,70.92036437988281,70.20997322370567,70.18492492578298
2020-01-02,72.53852081298828,71.97432816800301,71.74565045492909
2020-01-03,71.8332748413086,71.2237229682487,71.11503468232058
2020-01-04,71.8332748413086,71.303971514556,71.27377009411794
2020-01-05,71.8332748413086,71.24446462991455,71.21532956229566
2020-01-06,72.40567016601562,71.89574236256067,71.83369327081164
2020-01-07,72.06513977050781,71.27793931377437,71.1402231451757
2020-01-08,73.22440338134766,72.54698436689068,72.33547823220397
2020-01-09,74.7797622680664,74.04401455341485,73.67194536614534
2020-01-10,74.94880676269531,74.1510730784621,73.91268001173921
2020-01-11,74.94880676269531,74.13044409840859,73.98780291885123
2020-01-12,74.94880676269531,74.16507308171185,74.19184183547168
2020-01-13,76.55005645751953,75.79052182965097,75.62018570844702
2020-01-14,75.51636505126953,74.57157337238004,74.44741747390981
2020-01-15,75.19273376464844,74.33166047805662,74.28516144880996
2020-01-16,76.13465118408203,75.26814361652123,75.06832064120135
2020-01-17,76.97752380371094,76.14438881403021,75.95043627587984
2020-01-18,76.97752380371094,75.89519755084712,75.66605811799582
2020-01-19,76.97752380371094,75.87467300740991,75.81915395251235
2020-01-20,76.97752380371094,75.90061451323527,75.95430043068336
2020-01-21,76.45586395263672,75.3570658986464,75.46773298362041
2020-01-22,76.72876739501953,75.55726264711939,75.55542676133791
