Date,Actual,Predicted_with_sentiment,Predicted_without_sentiment
2025-03-02,241.24948120117188,241.03618367514719,238.41804970770318
2025-03-03,237.4487762451172,237.26315817949944,236.90001754415425
2025-03-04,235.3539123535156,235.2973096215792,236.69817631425394
2025-03-05,235.1643829345703,234.76354777377855,234.84330547600257
2025-03-06,234.75538635253903,234.43257540866034,233.6002344751032
2025-03-07,238.4862518310547,238.22931525990134,236.5958132300293
2025-03-08,238.4862518310547,238.22632585282554,236.77353026626952
2025-03-09,238.4862518310547,238.32327264573541,237.70703691401286
2025-03-10,226.924545288086,227.1640088967397,228.30304531698494
2025-03-11,220.30075073242188,220.3411694086535,223.96678981292644
2025-03-12,216.45018005371088,216.36842419780442,218.65038648190966
2025-03-13,209.16799926757807,209.61411606332695,210.53578562337498
2025-03-14,212.9687042236328,212.96225198822503,212.18871879923972
2025-03-15,212.9687042236328,213.28419184379163,212.32546006483608
2025-03-16,212.9687042236328,213.5698570124223,213.19316761274968
2025-03-17,213.4774627685547,214.07239080673753,214.07644900720334
2025-03-18,212.1706695556641,212.89732078077213,214.93495528871426
2025-03-19,214.7144317626953,215.30945084932318,216.457503707039
2025-03-20,213.5772247314453,214.13861581671517,214.73275243699027
2025-03-21,217.737045288086,218.11832827470062,218.5985540205147
2025-03-22,217.737045288086,218.058821394603,217.62905394725385
2025-03-23,217.737045288086,218.06420554175565,218.54488934187975
2025-03-24,220.19102478027344,220.47275957227248,220.78398738581745
2025-03-25,223.2036590576172,223.62813499306503,224.10501774602017
2025-03-26,220.98907470703125,221.46197205294447,221.08183519188606
2025-03-27,223.3034210205078,223.6428891634714,224.6419779379503
2025-03-28,217.3679351806641,217.91211543875397,218.64116914342594
2025-03-29,217.3679351806641,217.6843901223183,218.89104982359277
2025-03-30,217.3679351806641,217.348821142019,217.12216461897333
2025-03-31,221.58761596679688,221.8894411927031,221.55253822967643
2025-04-01,222.64503479003903,222.9300521885816,220.83400370205345
2025-04-02,223.34332275390625,223.71294736478012,223.2025784309517
2025-04-03,202.69384765625,203.38876422441535,204.9843602511246
2025-04-04,187.92002868652344,188.05037367177283,194.12504171477485
2025-04-05,187.92002868652344,187.72097637059778,192.67250328151567
2025-04-06,187.92002868652344,187.55757955857553,188.59761195953615
2025-04-07,181.0169219970703,181.3308776648555,178.65039205896755
2025-04-08,171.9989776611328,173.69109429686068,175.04351170120208
2025-04-09,198.3644561767578,198.37274005223298,203.92130459405598
2025-04-10,189.9550323486328,190.21976710018498,188.15301399939563
2025-04-11,197.6661529541016,197.92455399999744,198.84347523418546
2025-04-12,197.6661529541016,198.06351321277907,199.40048534722882
2025-04-13,197.6661529541016,198.31871375177434,204.74311027848307
2025-04-14,202.02549743652344,202.14864245038916,201.67140611165087
2025-04-15,201.6464080810547,201.94774143723043,203.22779429663206
2025-04-16,193.795639038086,194.18405839640036,194.5597513270477
2025-04-17,196.4990234375,196.62880675344786,198.77589213335887
2025-04-18,196.4990234375,196.66786191040592,197.86063533365086
2025-04-19,196.4990234375,196.7187300469377,196.08474270169245
2025-04-20,196.4990234375,196.63539630667947,195.34677702807676
2025-04-21,192.6883544921875,193.08590935035318,193.9610020195105
2025-04-22,199.25228881835932,199.40518643093674,200.16704325303726
2025-04-23,204.1004180908203,203.89509906589956,202.23193601044477
2025-04-24,207.8612060546875,208.12547169998288,206.26917848255835
2025-04-25,208.7689819335937,209.02875479930663,207.29026993599837
2025-04-26,208.7689819335937,209.10649545535853,209.93423173769406
