Date,Actual,Predicted
2025-03-02,241.24948120117188,241.45771183471578
2025-03-03,237.4487762451172,240.39889012474407
2025-03-04,235.3539123535156,240.5227062808797
2025-03-05,235.1643829345703,239.4454019563268
2025-03-06,234.75538635253903,238.12861336551907
2025-03-07,238.4862518310547,240.22859291378882
2025-03-08,238.4862518310547,239.8777885887356
2025-03-09,238.4862518310547,240.3482616272446
2025-03-10,226.924545288086,233.0039154252477
2025-03-11,220.30075073242188,230.60178217518217
2025-03-12,216.4501800537109,227.43586650611883
2025-03-13,209.16799926757807,221.27229743317676
2025-03-14,212.9687042236328,221.572763366533
2025-03-15,212.9687042236328,220.26554818443432
2025-03-16,212.9687042236328,219.88085191892515
2025-03-17,213.4774627685547,219.68685542755242
2025-03-18,212.1706695556641,219.83132173018922
2025-03-19,214.7144317626953,220.71610144156472
2025-03-20,213.5772247314453,218.71941191053196
2025-03-21,217.737045288086,220.7715572868555
2025-03-22,217.737045288086,219.373517007075
2025-03-23,217.737045288086,219.60278229520225
2025-03-24,220.19102478027344,221.4460189434962
2025-03-25,223.2036590576172,223.96019509637017
2025-03-26,220.98907470703125,221.6449654194194
2025-03-27,223.3034210205078,225.15385245614598
2025-03-28,217.3679351806641,219.59314711657652
2025-03-29,217.3679351806641,219.992912073272
2025-03-30,217.3679351806641,218.81632861435367
2025-03-31,221.58761596679688,221.40055287944907
2025-04-01,222.64503479003903,221.20668150578007
2025-04-02,223.34332275390625,222.9928149020553
2025-04-03,202.69384765625,209.55611805785614
2025-04-04,187.92002868652344,203.71795114568846
2025-04-05,187.92002868652344,203.44869494383713
2025-04-06,187.92002868652344,199.1458744888846
2025-04-07,181.0169219970703,190.03191065998442
2025-04-08,171.9989776611328,186.4631126441081
2025-04-09,198.3644561767578,208.10959567515476
2025-04-10,189.9550323486328,193.69343059225406
2025-04-11,197.6661529541016,201.08109245723733
2025-04-12,197.6661529541016,201.07377643433713
2025-04-13,197.6661529541016,204.7327491758369
2025-04-14,202.02549743652344,202.52858997149082
2025-04-15,201.6464080810547,203.17367667584858
2025-04-16,193.795639038086,196.90404405457764
2025-04-17,196.4990234375,200.6578315859516
2025-04-18,196.4990234375,199.69717398343124
2025-04-19,196.4990234375,198.12759542036486
2025-04-20,196.4990234375,196.93764537183324
2025-04-21,192.6883544921875,195.6857217335322
2025-04-22,199.25228881835932,199.9589182202414
2025-04-23,204.1004180908203,200.2353586300536
2025-04-24,207.8612060546875,203.07510801361644
2025-04-25,208.7689819335937,203.85951738191682
2025-04-26,208.7689819335937,206.4918774983368
2025-04-27,208.7689819335937,207.10785967656912
2025-04-28,209.6268920898437,208.13470924906272
2025-04-29,210.6942901611328,208.23137820465706
2025-04-30,211.9811248779297,210.7211980682165
2025-05-01,212.79913330078125,212.30845295140858
2025-05-02,204.8485870361328,206.26658814840386
2025-05-03,204.8485870361328,208.21299407251894
2025-05-04,204.8485870361328,207.555209811608
2025-05-05,198.40435791015625,202.4356254251118
2025-05-06,198.02528381347656,201.62079221298663
2025-05-07,195.7707977294922,200.13206503929024
2025-05-08,197.00778198242188,200.02553991376834
2025-05-09,198.0452423095703,199.49846568684225
2025-05-10,198.0452423095703,200.1222218127702
2025-05-11,198.0452423095703,200.31127624106335
2025-05-12,210.5510406494141,210.17367437665018
2025-05-13,212.6886138916016,208.84831450582067
2025-05-14,212.0892944335937,209.30049142995574
2025-05-15,211.21029663085932,210.4707315446568
2025-05-16,211.0205078125,213.17503407698553
2025-05-17,211.0205078125,211.69710077502182
2025-05-18,211.0205078125,211.15981451920473
2025-05-19,208.54331970214844,210.38370900714716
2025-05-20,206.62550354003903,209.32212454679302
2025-05-21,201.86090087890625,206.13187542529866
2025-05-22,201.13172912597656,205.72386658999613
2025-05-23,195.04864501953125,200.05837489821636
2025-05-24,195.04864501953125,200.53464508744918
2025-05-25,195.04864501953125,199.6650750404711
2025-05-26,195.04864501953125,197.85668707369803
2025-05-27,199.9830474853516,200.56444130107582
2025-05-28,200.1927947998047,200.70587281900868
2025-05-29,199.72332763671875,200.96641285161047
2025-05-30,200.622314453125,202.403026068008
2025-05-31,200.622314453125,200.88535713330188
2025-06-01,200.622314453125,200.10874067185438
2025-06-02,201.47134399414065,200.73827000492338
2025-06-03,203.03956604003903,201.96140786605105
2025-06-04,202.590087890625,201.80113850423845
2025-06-05,200.402572631836,200.33318219192358
2025-06-06,203.68882751464844,204.9138632866905
2025-06-07,203.68882751464844,203.78667350923268
2025-06-08,203.68882751464844,203.59991512003768
2025-06-09,201.2216339111328,201.35135923926583
2025-06-10,202.44024658203125,202.7703325410711
2025-06-11,198.55465698242188,198.07344586764054
2025-06-12,198.97418212890625,199.68832602024492
2025-06-13,196.227294921875,196.70409944471106
2025-06-14,196.227294921875,197.46235670730783
2025-06-15,196.227294921875,196.60233120915643
2025-06-16,198.195068359375,198.3893363049297
2025-06-17,195.418212890625,195.0758919634389
2025-06-18,196.35714721679688,197.03173550265535
2025-06-19,196.35714721679688,196.92771810001875
2025-06-20,200.7721405029297,199.90547714309457
2025-06-21,200.7721405029297,198.25604082135035
2025-06-22,200.7721405029297,199.3356832184666
