Date,Actual,Predicted_with_sentiment,Predicted_without_sentiment
2019-08-06,47.25615692138672,47.5941560461478,47.591358519776506
2019-08-07,47.74551010131836,47.659042474514834,47.64222650253805
2019-08-08,48.7985725402832,48.17458050919854,48.14822596853173
2019-08-09,48.396461486816406,47.4522708200952,47.423244978213106
2019-08-10,48.396461486816406,48.59219409471797,48.5220635859403
2019-08-11,48.396461486816406,48.53806301412345,48.48765833038505
2019-08-12,48.27364730834961,48.38592556400295,48.330000700514375
2019-08-13,50.31796646118164,49.70973912696829,49.66947883323682
2019-08-14,48.82023620605469,48.15849155684958,48.112248687007835
2019-08-15,48.57704925537109,48.57002806707176,48.52895758670351
2019-08-16,49.72320938110352,49.624560893248585,49.5991405974817
2019-08-17,49.72320938110352,49.49215988558909,49.45660801703396
2019-08-18,49.72320938110352,48.91976361618438,48.91085433043308
2019-08-19,50.65026473999024,50.37799393684054,50.339046231898095
2019-08-20,50.65266799926758,50.4230968995745,50.38096976102972
2019-08-21,51.20167541503906,50.71546057381441,50.68587970402622
2019-08-22,51.158321380615234,50.69499153556736,50.66739965633127
2019-08-23,48.79375076293945,49.001112085989206,48.97315721210768
2019-08-24,48.79375076293945,49.26413802844391,49.25783113629349
2019-08-25,48.79375076293945,49.000577988557104,48.9855215353367
2019-08-26,49.72080612182617,49.24958443950311,49.23865614682221
2019-08-27,49.15976333618164,48.15517299854672,48.14275307534902
2019-08-28,49.48964309692383,49.39899166722783,49.356290295548135
2019-08-29,50.32758712768555,50.09946145821148,50.055294547904055
2019-08-30,50.26258087158203,49.94052470631416,49.89500601422211
2019-08-31,50.26258087158203,49.85315247710831,49.81194854348254
2019-09-01,50.26258087158203,50.17329025129279,50.141181417253264
2019-09-02,50.26258087158203,50.14466500349192,50.09442029613872
2019-09-03,49.530574798583984,49.34418469795644,49.308408302681855
2019-09-04,50.37093734741211,50.13572215503776,50.10276858816897
2019-09-05,51.35577392578125,50.8038567577665,50.783843820274534
2019-09-06,51.35094833374024,50.93399149452686,50.92094332899633
2019-09-07,51.35094833374024,51.12061017634473,51.10684069304147
2019-09-08,51.35094833374024,51.585076363139656,51.56875165603083
2019-09-09,51.57007598876953,51.66706439221865,51.64380611185868
2019-09-10,52.17927169799805,52.022700612410006,51.995154046152216
2019-09-11,53.83831787109375,53.17286091977734,53.15323867512336
2019-09-12,53.717918395996094,52.914054751519416,52.904153666154755
2019-09-13,52.67289352416992,52.42420397547888,52.41934728961321
2019-09-14,52.67289352416992,52.91636909202854,52.901496991870104
2019-09-15,52.67289352416992,52.8833296434636,52.867819705182505
2019-09-16,52.949798583984375,52.62587055878963,52.590095222177425
2019-09-17,53.14243698120117,52.75476016336219,52.723977821454014
2019-09-18,53.640869140625,53.38309653021654,53.348554427020716
2019-09-19,53.20503234863281,52.929937648586126,52.902582177575674
2019-09-20,52.42728042602539,52.49352373712832,52.46647127053875
2019-09-21,52.42728042602539,52.632921912284615,52.600711992543594
2019-09-22,52.42728042602539,52.51686400505614,52.47974161926871
2019-09-23,52.66566467285156,52.442006828433136,52.39954930264865
2019-09-24,52.41524887084961,52.13345782456218,52.095660176107714
2019-09-25,53.22188186645508,52.84839670775794,52.80701736847716
2019-09-26,52.94740295410156,52.50464182652724,52.46985940559851
2019-09-27,52.68974685668945,52.62317524519504,52.58622140235603
2019-09-28,52.68974685668945,52.67278759338802,52.6351331236328
2019-09-29,52.68974685668945,52.78536727463734,52.74603319378387
