Date,Actual,Predicted_Avg
2019-08-06,47.25615692138672,47.17998024536383
2019-08-07,47.74551010131836,47.63913582897704
2019-08-08,48.7985725402832,48.74970656183678
2019-08-09,48.396461486816406,48.27683405317067
2019-08-10,48.396461486816406,48.36096874093756
2019-08-11,48.396461486816406,48.352939488975615
2019-08-12,48.27364730834961,48.218181899783765
2019-08-13,50.31796646118163,50.28351217896262
2019-08-14,48.820236206054695,48.70431373622342
2019-08-15,48.57704925537109,48.51321808919557
2019-08-16,49.72320938110352,49.680121383227295
2019-08-17,49.72320938110352,49.68487050093746
2019-08-18,49.72320938110352,49.66595510589105
2019-08-19,50.65026473999024,50.60582418938976
2019-08-20,50.65266799926757,50.620031691706124
2019-08-21,51.201675415039055,51.177030643143105
2019-08-22,51.158321380615234,51.12116804674452
2019-08-23,48.79375076293945,48.72298865221911
2019-08-24,48.79375076293945,48.73190011875568
2019-08-25,48.79375076293945,48.679004346759946
2019-08-26,49.720806121826165,49.64431611382452
2019-08-27,49.15976333618165,49.023311258248675
2019-08-28,49.48964309692382,49.45818670273548
2019-08-29,50.32758712768555,50.28155536657278
2019-08-30,50.26258087158204,50.22849606882256
2019-08-31,50.26258087158204,50.20779013547281
2019-09-01,50.26258087158204,50.2475914796155
2019-09-02,50.26258087158204,50.21664800953523
2019-09-03,49.530574798583984,49.47901493685959
2019-09-04,50.37093734741211,50.34556401904366
2019-09-05,51.35577392578124,51.31296039593645
2019-09-06,51.35094833374024,51.32351948751194
2019-09-07,51.35094833374024,51.32028470073829
2019-09-08,51.35094833374024,51.32909722732257
2019-09-09,51.57007598876952,51.525593346746525
2019-09-10,52.17927169799804,52.127082296732176
2019-09-11,53.83831787109375,53.86414493002213
2019-09-12,53.717918395996094,53.69818003087722
2019-09-13,52.67289352416993,52.65230228515839
2019-09-14,52.67289352416993,52.6269186907307
2019-09-15,52.67289352416993,52.641870991021285
2019-09-16,52.949798583984375,52.84729506697386
2019-09-17,53.14243698120117,53.05871737753433
2019-09-18,53.640869140625,53.594309570959474
2019-09-19,53.20503234863281,53.15808606962265
2019-09-20,52.42728042602539,52.375440815316786
2019-09-21,52.42728042602539,52.39384364644366
2019-09-22,52.42728042602539,52.36192451850048
2019-09-23,52.66566467285157,52.592561792296245
2019-09-24,52.41524887084961,52.35005035005907
2019-09-25,53.221881866455085,53.19562278819058
2019-09-26,52.94740295410156,52.88039185518256
2019-09-27,52.68974685668945,52.63731288238569
2019-09-28,52.68974685668945,52.64007220772192
2019-09-29,52.68974685668945,52.64369450930872
2019-09-30,53.92981338500976,53.86195176107959
2019-10-01,54.07910919189453,54.053707007789406
2019-10-02,52.72346115112305,52.67113385607855
2019-10-03,53.171329498291016,53.138504204064255
2019-10-04,54.661823272705085,54.65525092441522
2019-10-05,54.661823272705085,54.63550003643832
2019-10-06,54.661823272705085,54.63286713437447
2019-10-07,54.67385482788086,54.62335515729411
2019-10-08,54.03336334228516,54.001114926480575
2019-10-09,54.6666374206543,54.62748452613642
2019-10-10,55.40345382690429,55.357273859260665
2019-10-11,56.8770866394043,56.901376102255206
2019-10-12,56.8770866394043,56.86804707999182
2019-10-13,56.8770866394043,56.892116971719595
2019-10-14,56.79522323608398,56.78386292224878
2019-10-15,56.66278839111329,56.653003842010556
2019-10-16,56.43403625488281,56.40579412620537
2019-10-17,56.65315246582031,56.64032853478876
2019-10-18,56.92523956298828,56.90813699899537
2019-10-19,56.92523956298828,56.908049052371105
2019-10-20,56.92523956298828,56.91112168755627
2019-10-21,57.91248321533203,57.92296683801761
2019-10-22,57.780052185058594,57.76304964345673
2019-10-23,58.55538940429688,58.56197326824714
2019-10-24,58.65171432495117,58.637720046725015
2019-10-25,59.37407684326172,59.39384389715179
2019-10-26,59.37407684326172,59.35888786233955
2019-10-27,59.37407684326172,59.39431935858921
2019-10-28,59.968841552734375,59.95904112296922
2019-10-29,58.58188247680665,58.578105977135245
2019-10-30,58.57465744018554,58.58370707776795
2019-10-31,59.89901351928711,59.91212984392133
2019-11-01,61.59898376464844,61.66510394537273
2019-11-02,61.59898376464844,61.596981039885584
2019-11-03,61.59898376464844,61.65455584712527
2019-11-04,62.003517150878906,62.0477212308897
2019-11-05,61.91442489624024,61.95114484412171
2019-11-06,61.940914154052734,61.86987116997535
2019-11-07,62.6557846069336,62.58710337415415
2019-11-08,62.827266693115234,62.74562166772285
2019-11-09,62.827266693115234,62.70537234546283
2019-11-10,62.827266693115234,62.71723139807819
2019-11-11,63.32478332519531,63.238037565299244
2019-11-12,63.2668228149414,63.04739401888674
2019-11-13,63.87302017211914,63.6820498395473
2019-11-14,63.43104934692383,63.2447957137074
2019-11-15,64.1845703125,64.09366202775072
2019-11-16,64.1845703125,63.994136680737945
2019-11-17,64.1845703125,64.03502086769186
2019-11-18,64.50819396972656,64.29155292566884
2019-11-19,64.31256866455078,64.1129031001401
2019-11-20,63.56387710571289,63.37120799275636
2019-11-21,63.27891159057618,63.13017927563761
2019-11-22,63.22333908081056,63.06330136455018
2019-11-23,63.22333908081056,63.03791227345847
2019-11-24,63.22333908081056,63.01866845273708
2019-11-25,64.3318862915039,64.12728512153899
2019-11-26,63.82954788208007,63.62404354418232
2019-11-27,64.68692016601562,64.52123103159374
2019-11-28,64.68692016601562,64.49488552096318
2019-11-29,64.54442596435547,64.42724907024149
2019-11-30,64.54442596435547,64.31571076402088
2019-12-01,64.54442596435547,64.35390708227078
2019-12-02,63.79815292358399,63.53750406590826
2019-12-03,62.66062545776367,62.48579985633206
2019-12-04,63.21367645263672,63.11444232655868
2019-12-05,64.14109802246094,64.04751478500111
2019-12-06,65.38004302978516,65.24532856912901
2019-12-07,65.38004302978516,65.1488786056334
2019-12-08,65.38004302978516,65.17559239275306
2019-12-09,64.46472930908203,64.3094473153742
2019-12-10,64.84148406982422,64.75325621305365
2019-12-11,65.39453887939453,65.1652751543943
2019-12-12,65.56121063232422,65.30540435849616
2019-12-13,66.45237731933594,66.17713404651568
2019-12-14,66.45237731933594,66.09527222931956
2019-12-15,66.45237731933594,66.14215327671536
2019-12-16,67.58990478515625,67.2927946902546
2019-12-17,67.72274017333984,67.38676290994681
2019-12-18,67.56092834472656,67.18729172112398
2019-12-19,67.62853240966797,67.25805852200301
2019-12-20,67.48847198486328,67.17196152518227
